Organization Name,Location,Tax Identification Number,KCEGP Code,Website,Short Description,Category,Category 3,Category 2,Link 1,Link 2,Link 3,Link 4,Status,Community of Opportunity,Current Pledges,Link 1 description,Link 2 description,Link 3 description,Link 4 description,Communities Served 1,Communities Served 2,Communities Served 3
Skate Like a Girl,"305 Harrison St
Seattle, WA 98109
(47.62210199, -122.353994)",26-2500555,10960,https://www.skatelikeagirl.com,"We Create a More Inclusive Community by Promoting Confidence, Leadership, and Social Justice through Skateboarding.","Recreation, Sports, Leisure, & Athletics","Arts, Culture, & Humanities",Social & Economic Justice,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=262500555,https://www.guidestar.org/profile/26-2500555,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=262500555,https://www.guidestar.org/profile/26-2500555,,,Women & Girls,LGBTQIA,Children & Youth
New Beginnings,"PO Box 75125
Seattle, WA 98175
(47.709675, -122.320575)",91-1005916,9365,https://www.newbegin.org,"Founded in 1976, we work to end domestic violence and offer a full range of services for survivors and their families, as well as outreach and training to the community.",Health (General),,,"https://www.charitynavigator.org/ein/911005916#:~:text=Charitable%20Organization%20%7C%20EIN%3A%2091%2D1005916%20%7C%20Seattle%20WA&text=Mission%3A%20NEW%20BEGINNINGS%20PROMOTES%20THE,PREVENT%20AND%20STOP%20DOMESTIC%20VIOLENCE.",https://www.guidestar.org/profile/91-1005916,,,Returning,,,"https://www.charitynavigator.org/ein/911005916#:~:text=Charitable%20Organization%20%7C%20EIN%3A%2091%2D1005916%20%7C%20Seattle%20WA&text=Mission%3A%20NEW%20BEGINNINGS%20PROMOTES%20THE,PREVENT%20AND%20STOP%20DOMESTIC%20VIOLENCE.",https://www.guidestar.org/profile/91-1005916,,,,,
American Cleft Palate - Craniofacial Association,"1504 E Franklin St Ste 102
Chapel Hill, NC 27514
(35.929520315, -79.032751303)",43-0793521,2855,https://www.acpa-cpf.org,"ACPA puts patients and families dealing with cleft and craniofacial issues at the center of all we do, through education, support, research and team care.","Disease, Disorders, & Medical Research",,,,https://www.guidestar.org/profile/43-0793521,,,Returning,,,,https://www.guidestar.org/profile/43-0793521,,,,,
Catholic Housing Services of Western Washington,"100 23rd Ave S
Seattle, WA 98144
(47.601224011, -122.301629988)",91-1099134,9180,https://www.ccsww.org,"Provides over 2600 units of affordable housing with services for single adults, families, seniors and people with special needs, regardless of religious preference.",Housing & Employment,Poverty Relief,Community Development,https://www.charitynavigator.org/ein/911099134,https://www.guidestar.org/profile/91-1099134,,,Returning,,,https://www.charitynavigator.org/ein/911099134,https://www.guidestar.org/profile/91-1099134,,,,,
Forterra,"PO Box 4189
Seattle, WA 98194
(47.5992, -122.335435)",94-3112461,2587,https://forterra.org/,"An unconventional land trust that works across Washington's communities and landscapes, reaching more than 100 counties, cities, towns and rural communities.",Environment,,,https://www.charitynavigator.org/ein/943112461,https://www.guidestar.org/profile/94-3112461,,,Returning,,,https://www.charitynavigator.org/ein/943112461,https://www.guidestar.org/profile/94-3112461,,,,,
Pongo Poetry Project,"130 2nd Ave N #3068
Edmonds, WA 98020
(47.812394997, -122.379845969)",91-2114772,9810,https://pongopoetryproject.org,"Our mission is to engage youth in writing poetry to inspire healing and growth. We have served over 3,800 King County juvenile detention youth since 1995.","Mental Health, Disabilities, & Substance Abuse",Youth Development,"Arts, Culture, & Humanities",,https://www.guidestar.org/profile/91-2114772,,,Returning,,,,https://www.guidestar.org/profile/91-2114772,,,"Black, African American, African","Latino/Latina/Latinx, Hispanic",Incarcerated People
Cocoon House,"3530 Colby Ave
Everett, WA 98201
(47.970297019, -122.208701001)",91-1497667,9780,https://www.cocoonhouse.org,"Our mission is to empower young people, families and the community to break the cycle of homelessness through outreach, housing, and prevention services.",Housing & Employment,,Health (General),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9180,https://www.guidestar.org/profile/91-1497667,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9180,https://www.guidestar.org/profile/91-1497667,,,Children & Youth,,
Center for Biological Diversity,"PO Box 710
Tucson, AZ 85702
(32.220195, -110.968625)",27-3943866,10912,https://www.biologicaldiversity.org,"Securing protections for wildlife from monarch butterflies to African elephants that are on the knife's edge of extinction through science, advocacy and law.",Environment,,Animals,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8194,https://www.guidestar.org/profile/27-3943866,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8194,https://www.guidestar.org/profile/27-3943866,,,,,
Assistance League of the Eastside,"7345 164th Ave NE Ste 145-291
Redmond, WA 98052
(47.670191986, -122.122161035)",91-1723025,9992,https://assistanceleague.org/the-eastside,Our all-volunteer non-profit organization serves the immediate needs of children and adults challenged by hardship or violence through our community based philanthropic programs.,Community Development,Food & Hunger,Health (General),https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911723025,https://www.guidestar.org/profile/91-1723025,https://www.bbb.org/western-washington/charity-reviews/charity-human-services-ie-assistance-to-individuals-and-families/assistance-league-of-the-eastside-in-redmond-wa-22009292,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911723025,https://www.guidestar.org/profile/91-1723025,https://www.bbb.org/western-washington/charity-reviews/charity-human-services-ie-assistance-to-individuals-and-families/assistance-league-of-the-eastside-in-redmond-wa-22009292,,Economically Disadvantaged People,Children & Youth,Women & Girls
SKCAC Industries and Employment Services,"19731 Russell Rd S
Kent, WA 98032
(47.424927986, -122.264233959)",91-0824953,9758,https://www.skcac.com,"Providing employment & employment services to individuals with disabilities; job placement, planning, assessment, skill training, work experience & on-going employment support.",Human & Civil Rights,,Community Development,,,,,Returning,,,,,,,People With Disabilities,"American Indian, Alaskan Native","Black, African American, African"
Islamic Relief USA,"3655 Wheeler Ave
Alexandria, VA 22304
(38.807914983, -77.094079963)",95-4453134,3595,https://www.irusa.org,"Provides relief and development in a dignified manner regardless of gender, race, or religion, and works to empower individuals in communities.",International Relief & Development,Education & Literacy,Health (General),https://www.charitynavigator.org/ein/954453134,https://www.guidestar.org/profile/95-4453134,,,Returning,,,https://www.charitynavigator.org/ein/954453134,https://www.guidestar.org/profile/95-4453134,,,"Immigrants, Migrants, Refugees",Economically Disadvantaged People,Children & Youth
Multi-Service Center (MSC),"1200 S 336th St
Federal Way, WA 98003
(47.301398012, -122.317896999)",23-7120815,9120,https://www.mschelps.org,"Providing pathways out of poverty through support and resources in housing, employment, education, energy assistance, food, and clothing to residents of South King County.",Poverty Relief,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=237120815,https://www.guidestar.org/organizations/23-7120815/multi-service-center.aspx,https://www.bbb.org/alaskaoregonwesternwashington/business-reviews/charity-human-services-ie-assistance-to-individuals-and-families/multi-service-center-in-federal-way-wa-87000795,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=237120815,https://www.guidestar.org/organizations/23-7120815/multi-service-center.aspx,https://www.bbb.org/alaskaoregonwesternwashington/business-reviews/charity-human-services-ie-assistance-to-individuals-and-families/multi-service-center-in-federal-way-wa-87000795,,Economically Disadvantaged People,Children & Youth,
World Bicycle Relief,"1000 W Fulton Market 4th Fl
Chicago, IL 60607
(41.887271019, -87.652759034)",20-5080679,3569,https://www.worldbicyclerelief.org,"Through the Power of Bicycles, we envision a world where distance is no longer a barrier to education, healthcare and economic opportunity.",Health (General),Youth Development,Food & Hunger,https://www.charitynavigator.org/ein/205080679,https://www.guidestar.org/profile/20-5080679,,,Returning,,,https://www.charitynavigator.org/ein/205080679,https://www.guidestar.org/profile/20-5080679,,,Economically Disadvantaged People,Children & Youth,Women & Girls
Central Asia Institute,"PO Box 7209
Bozeman, MT 59771
(45.678275, -111.03644)",51-0376237,9390,https://www.centralasiainstitute.org,"Our mission: to advance education and livelihood skills, especially for girls and women, in remote and mountainous regions of Afghanistan, Pakistan, and Tajikistan.",Education & Literacy,Human & Civil Rights,International Relief & Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10411,https://www.guidestar.org/profile/51-0376237,https://www.give.org/charity-reviews/national/education-and-literacy/central-asia-institute-in-bozeman-mt-28,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10411,https://www.guidestar.org/profile/51-0376237,https://www.give.org/charity-reviews/national/education-and-literacy/central-asia-institute-in-bozeman-mt-28,,Women & Girls,Children & Youth,Economically Disadvantaged People
United Negro College Fund,"701 Fifth Ave Ste 3545
Seattle, WA 98104
(47.604552003, -122.330744025)",13-1624241,9076,https://give.uncf.org/pacificnw,"Awards 10,000 scholarships each year through 400 scholarship programs so that students from low- and moderate-income families can afford college tuition, books and room and board.",Education & Literacy,,,,,,,Returning,,,,,,,"Black, African American, African","Latino/Latina/Latinx, Hispanic",Economically Disadvantaged People
NAMI South King County,"515 W Harrison St Ste 215
Kent, WA 98032
(47.382430019, -122.238725984)",91-1322058,10120,https://www.namiskc.org,"We are an organization of families, friends and individuals whose lives have been affected by mental illness. Together, we advocate for better lives for all.","Mental Health, Disabilities, & Substance Abuse",Human & Civil Rights,"Disease, Disorders, & Medical Research",,https://www.guidestar.org/profile/91-1322058,,,Returning,,,,https://www.guidestar.org/profile/91-1322058,,,People With Disabilities,Economically Disadvantaged People,Children & Youth
"Cancer Care, Inc.","275 Seventh Ave 22nd
New York, NY 10001
(40.745628062, -73.994313699)",13-1825919,2761,https://www.cancercare.org,"The leading national organization providing free, support services including case management, counseling, support groups, educational workshops, financial assistance to anyone affected by cancer.","Disease, Disorders, & Medical Research",Health (General),"Mental Health, Disabilities, & Substance Abuse",,https://www.guidestar.org/profile/13-1825919,,,Returning,,,,https://www.guidestar.org/profile/13-1825919,,,,,
Shunpike,"PO Box 22439
Seattle, WA 98122
(47.610365, -122.30839)",91-2138554,10823,https://www.shunpike.org,"Empowers artists through equitable access to vital expertise, opportunities and business services. We offer fiscal sponsorship, exhibition opportunities, and residencies.","Arts, Culture, & Humanities",,,,https://www.guidestar.org/profile/91-2138554,,,Returning,,,,https://www.guidestar.org/profile/91-2138554,,,,,
Breast Cancer Coalition,"2001 L St NW Ste 500, PMB #50111
Washington, DC 20036
(38.904046989, -77.045296699)",52-1782065,5005,https://www.stopbreastcancer.org,We are dedicated to ending breast cancer through the power of grassroots action and advocacy.,"Disease, Disorders, & Medical Research","Science & Technology Research, Institutions, & Services",Health (General),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6237#.VxFDrvkrKJA,https://www.guidestar.org/profile/52-1782065,https://www.give.org/charity-reviews/national/cancer/national-breast-cancer-coalition-in-washington-dc-4072,https://greatnonprofits.org/org/national-breast-cancer-coalition-fund,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6237#.VxFDrvkrKJA,https://www.guidestar.org/profile/52-1782065,https://www.give.org/charity-reviews/national/cancer/national-breast-cancer-coalition-in-washington-dc-4072,https://greatnonprofits.org/org/national-breast-cancer-coalition-fund,Women & Girls,,
Compass Housing Alliance,"220 Dexter Ave N Fifth Fl
Seattle, WA 98109
(47.620304994, -122.342295032)",91-0578229,9276,https://www.compasshousingalliance.org/,Provides permanent affordable housing and emergency programs for low-income individuals and families experiencing homelessness at 20 program locations across the Puget Sound.,Housing & Employment,Emergency & Disaster Services,"Mental Health, Disabilities, & Substance Abuse",,https://www.guidestar.org/profile/91-0578229,,,Returning,,,,https://www.guidestar.org/profile/91-0578229,,,Economically Disadvantaged People,People With Disabilities,Veterans & Military
Pike Place Market Foundation,"93 Pike St Rm 310
Seattle, WA 98101
(47.608474986, -122.340157992)",91-1197625,9899,https://www.pikeplacemarketfoundation.org,"Helps our low-income neighbors who work, learn, and live in and around the Market thrive. We help the Market you love remain a vibrant, caring community.",Community Development,,Food & Hunger,,,,,Returning,,,,,,,,,
AtWork!,"1935 152nd Pl NE
Bellevue, WA 98007
(47.626639995, -122.137270003)",91-0996632,9252,https://www.atworkwa.org,"We empower people with disabilities to be productive, integrated and contributing members of their communities. We provide employment and community access services.","Mental Health, Disabilities, & Substance Abuse",Housing & Employment,Human & Civil Rights,https://www.charitynavigator.org/ein/910996632,https://www.guidestar.org/profile/91-0996632,,,New,,,https://www.charitynavigator.org/ein/910996632,https://www.guidestar.org/profile/91-0996632,,,People With Disabilities,,
Washington State Coalition Against Domestic Violence,"107 Spring St
Seattle, WA 98104
(47.605403018, -122.336417987)",91-1507028,2740,https://www.wscadv.org,WSCADV is the leading voice to end domestic violence in WA. We improve how communities respond to and prevent domestic violence.,Legal Advocacy,,Social & Economic Justice,,https://www.guidestar.org/profile/91-1507028,,,Returning,,,,https://www.guidestar.org/profile/91-1507028,,,,,
Northwest Boychoir & Vocalpoint! Seattle,"5031 University Way NE Ste NB2
Seattle, WA 98105
(47.665895004, -122.313626)",23-7409990,9153,https://www.nwchoirs.org,"Premier youth choirs that serve as an integral part of the region's cultural life, offering the highest level of music education & performance opportunities for nearly 50 years.",Youth Development,,"Arts, Culture, & Humanities",https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=237409990,https://www.guidestar.org/profile/23-7409990,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=237409990,https://www.guidestar.org/profile/23-7409990,,,Children & Youth,,
CARE,"151 Ellis St NE
Atlanta, GA 30303
(33.75808302, -84.382927979)",13-1685039,3510,https://www.care.org,"Started in 1945 delivering packages to war-torn Europe. Today, working around the globe to save lives, defeat poverty and achieve social justice.",International Relief & Development,Poverty Relief,Community Development,https://www.charitynavigator.org/ein/131685039,https://www.guidestar.org/profile/13-1685039,,,Returning,,,https://www.charitynavigator.org/ein/131685039,https://www.guidestar.org/profile/13-1685039,,,"Immigrants, Migrants, Refugees",Economically Disadvantaged People,Women & Girls
Prevention Time,"30020 2nd Ct S
Federal Way, WA 98003
(47.332185999, -122.332069037)",36-4655387,9479,https://www.preventiontime.org,"We support AIDS prevention & youth development in public schools, rehabs, prisons, and community groups in South Africa, Swaziland, Mozambique and Lesotho.",Youth Development,Education & Literacy,Spiritual Development,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=364655387,https://www.guidestar.org/profile/36-4655387,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=364655387,https://www.guidestar.org/profile/36-4655387,,,"Black, African American, African",Children & Youth,Economically Disadvantaged People
New Moon Farm Sanctuary,"27302 59th Ave NE
Arlington, WA 98223
(48.243702002, -122.151099975)",26-3888614,10197,https://newmoonfarm.org,"Dedicated to the rescue and long-term care of unwanted, neglected or abused farmed animals. Our sanctuary is home to a family of happy, loved, senior and special needs animals.",Animals,,,,https://www.guidestar.org/profile/26-3888614,,,New,,,,https://www.guidestar.org/profile/26-3888614,,,,,
Special Olympics Washington,"2815 2nd Ave Ste 370
Seattle, WA 98121
(47.617087014, -122.351438022)",91-0962383,9970,https://www.specialolympicswashington.org,"SOWA is the leader in sports, health, & community building, empowering children and adults with intellectual disabilities to be valued on and off the field.","Recreation, Sports, Leisure, & Athletics",Human & Civil Rights,Health (General),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9230,https://www.guidestar.org/profile/91-0962383,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9230,https://www.guidestar.org/profile/91-0962383,,,People With Disabilities,,
Metropolitan Seattle Sickle Cell Task Force,"8626 31 Ave SW
Seattle, WA 98126
(47.525649, -122.372314996)",91-1670471,9510,https://www.mssctf.org,"Providing life-enhancing education, services and programs for individuals living with Sickle Cell disease.","Disease, Disorders, & Medical Research",Health (General),Education & Literacy,,,,,Returning,,,,,,,"Black, African American, African","Asian, Asian American","Latino/Latina/Latinx, Hispanic"
Child's Play Charity,"9660 153rd Ave NE
Redmond, WA 98052
(47.688143005, -122.13420298)",20-3584556,9854,https://childsplaycharity.org/,"Focusing on helping change the patient experience, we work to understand technology needs and provide solutions to support the power of play in children's hospitals.",Health (General),Youth Development,Education & Literacy,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=203584556,https://www.guidestar.org/profile/20-3584556,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=203584556,https://www.guidestar.org/profile/20-3584556,,,Children & Youth,,
Kent Youth and Family Services,"232 Second Ave S Ste 201
Kent, WA 98032
(47.380005008, -122.234565039)",23-7090029,9232,https://www.kyfs.org,"KYFS promotes healthy development of children, youth and families in South King County by providing professional counseling, education, and support services.","Mental Health, Disabilities, & Substance Abuse",Youth Development,Education & Literacy,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=237090029,https://www.guidestar.org/organizations/23-7090029/kent-youth-family-services.aspx,https://give.org/search?term=Kent+Youth+and+Family+Services&location=Kent%2C+WA+98032&FilterAccredited=false&tobid=,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=237090029,https://www.guidestar.org/organizations/23-7090029/kent-youth-family-services.aspx,https://give.org/search?term=Kent+Youth+and+Family+Services&location=Kent%2C+WA+98032&FilterAccredited=false&tobid=,,Children & Youth,LGBTQIA,Economically Disadvantaged People
FareStart,"700 Virginia St
Seattle, WA 98101
(47.615364994, -122.337406968)",91-1546757,9320,https://www.farestart.org,"Transforming lives, disrupting poverty and nourishing communities through food, life skills and job training that turn homelessness, hunger and poverty into human potential.",Housing & Employment,Poverty Relief,Food & Hunger,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9758,https://www.guidestar.org/profile/91-1546757,https://www.bbb.org/western-washington/charity-reviews/charity-human-services-ie-assistance-to-individuals-and-families/farestart-in-seattle-wa-87000911,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9758,https://www.guidestar.org/profile/91-1546757,https://www.bbb.org/western-washington/charity-reviews/charity-human-services-ie-assistance-to-individuals-and-families/farestart-in-seattle-wa-87000911,,,,
Tacoma Rescue Mission,"PO Box 1912
Tacoma, WA 98401
(47.25303, -122.437085)",91-0565014,9178,https://www.trm.org,"TRM serves individuals and families experiencing homelessness in our community by providing emergency shelter services, case management, addiction recovery programs, and more.",Poverty Relief,Housing & Employment,Food & Hunger,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8146,https://www.guidestar.org/profile/91-0565014,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8146,https://www.guidestar.org/profile/91-0565014,,,Economically Disadvantaged People,People With Disabilities,Children & Youth
Auburn Valley Humane Society Northwest Spay & Neuter Center,"4910 A St SE
Auburn, WA 98092
(47.264317981, -122.229217972)",45-0638467,9621,https://www.auburnvalleyhs.org,"Enriches the lives of companion animals and people through animal sheltering, programs and community engagement. Your donation changes lives....four paws at a time!",Animals,,Human & Civil Rights,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=450638467,https://www.guidestar.org/profile/45-0638467,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=450638467,https://www.guidestar.org/profile/45-0638467,,,Economically Disadvantaged People,Seniors,Children & Youth
Africatown Community Land Trust,"1437 S Jackson St Ste 100
Seattle, WA 98144
(47.598996981, -122.312057997)",82-1710458,10878,https://www.africatownlandtrust.org/,"Our organization was formed to acquire, steward and develop land assets that are necessary for the Black/African diaspora community to grow and thrive.",Community Development,,Housing & Employment,https://www.charitynavigator.org/ein/821710458,https://www.guidestar.org/profile/82-1710458,,,Returning,,,https://www.charitynavigator.org/ein/821710458,https://www.guidestar.org/profile/82-1710458,,,"Black, African American, African",Economically Disadvantaged People,"Immigrants, Migrants, Refugees"
Washington Ensemble Theatre,"PO Box 20834
Seattle, WA 98102
(47.6402108, -122.3223156)",11-3720814,9839,https://washingtonensemble.org/,Through shared artistic leadership we bring audacious theatre to adventurous Seattle audiences.,"Arts, Culture, & Humanities",,,https://www.charitynavigator.org/ein/113720814,https://www.guidestar.org/profile/11-3720814,,,Returning,,,https://www.charitynavigator.org/ein/113720814,https://www.guidestar.org/profile/11-3720814,,,,,
Water For People,"7100 E Belleview Ave Ste 310
Greenwood Village, CO 80111
(39.623069987, -104.905018026)",84-1166148,3537,https://www.waterforpeople.org,"Promoting the development of high-quality drinking water and sanitation services, sustained by strong communities, businesses, and governments.",Health (General),Community Development,International Relief & Development,https://www.charitynavigator.org/ein/841166148,https://www.guidestar.org/profile/84-1166148,,,Returning,,,https://www.charitynavigator.org/ein/841166148,https://www.guidestar.org/profile/84-1166148,,,Economically Disadvantaged People,"Immigrants, Migrants, Refugees",Children & Youth
Trout Unlimited,"2000 NW Sammamish Rd
Issaquah, WA 98027
(47.555663002, -122.065126962)",38-1612715,10166,https://www.lakesammamishrefuge.org,We are working with the Lake Sammamish Urban Wildlife Refuge Partnership to connect our diverse local communities to nature and inspiring people to care for our shared watershed.,Environment,"Recreation, Sports, Leisure, & Athletics",Education & Literacy,https://www.charitynavigator.org/ein/381612715,https://www.guidestar.org/profile/38-1612715,,,New,,,https://www.charitynavigator.org/ein/381612715,https://www.guidestar.org/profile/38-1612715,,,,,
Deaf Children's Literacy Project,"PO Box 2733
Fairfax, VA 11234
(38.84185, -77.30905)",52-1263121,2772,https://www.cuedspeech.org,Most deaf children are behind in English language and literacy. Reading opens the door to their future. Give them the power of English to succeed.,Education & Literacy,Youth Development,"Disease, Disorders, & Medical Research",,https://www.guidestar.org/profile/52-1263121,,,Returning,,,,https://www.guidestar.org/profile/52-1263121,,,,,
"University of Idaho Foundation, Inc.","875 Perimeter Dr MS 3143
Moscow, ID 83844-3143
(46.727307004, -117.024584998)",23-7098404,10839,https://www.uidaho.edu/uidahofoundation,"Our mission is to inspire, manage, and distribute private support to enhance the excellence of the University of Idaho.",Education & Literacy,,,https://www.charitynavigator.org/ein/237098404,,,,Returning,,,https://www.charitynavigator.org/ein/237098404,,,,,,
Jefferson Land Trust,"1033 Lawrence St
Port Townsend, WA 98368
(48.116927016, -122.761094991)",91-1465078,10021,https://www.saveland.org,"Helping the community preserve open space, working lands and habitat forever in Jefferson County, Washington.",Environment,Youth Development,Animals,https://www.charitynavigator.org/ein/911465078,https://www.guidestar.org/profile/91-1465078,,,Returning,,,https://www.charitynavigator.org/ein/911465078,https://www.guidestar.org/profile/91-1465078,,,Seniors,Children & Youth,Economically Disadvantaged People
Cedar Valley PSO,"19200 56th Ave W
Lynnwood, WA 98036
(47.823721002, -122.308584034)",23-7447916,10989,https://sites.google.com/view/cedarvalleypso,"We host bingo nights and carnivals to raise money to fund class field trips, after-school events and activities for students at Cedar Valley Community School in Lynnwood.",Education & Literacy,,Community Development,,,,,Returning,,,,,,,Children & Youth,,
NAACP Foundation,"4805 Mount Hope Dr
Baltimore, MD 21215
(39.344303016, -76.709396959)",13-1998814,5015,https://www.naacp.org,We envision an inclusive community rooted in liberation where all persons can exercise their civil and human rights without discrimination.,Social & Economic Justice,Youth Development,Community Development,,https://www.guidestar.org/profile/13-1998814,,https://greatnonprofits.org/org/naacp-foundation,Returning,,,,https://www.guidestar.org/profile/13-1998814,,https://greatnonprofits.org/org/naacp-foundation,"Black, African American, African",,
Seattle Symphony Orchestra,"200 University St
Seattle, WA 98101
(47.608043988, -122.33671697)",91-0667412,9756,https://www.seattlesymphony.org,"Unleashes the Power of Music, Brings People Together, and Lifts the Human Spirit.","Arts, Culture, & Humanities",,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4453,https://www.guidestar.org/profile/91-0667412,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4453,https://www.guidestar.org/profile/91-0667412,,,,,
Global Visionaries,"2524 16th Ave S
Seattle, WA 98144
(47.58033899, -122.311370011)",71-0872239,9637,https://www.globalvisionaries.org,Empowers young people to become global leaders in creating a just and sustainable future.,Youth Development,Community Development,Education & Literacy,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=710872239,https://www.guidestar.org/profile/71-0872239,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=710872239,https://www.guidestar.org/profile/71-0872239,,,Children & Youth,,
Big Brothers Big Sisters of Southwest Washington,"2424 Heritage Ct SW Ste #302
Olympia, WA 98502
(47.027804017, -122.920291975)",91-1225443,10148,https://www.swwabigs.org/,"We mentor children, ages 6 through 18, in communities across Southwest Washington - including Thurston, Lewis, Mason, Grays Harbor and Pacific Counties.",Youth Development,Community Development,Education & Literacy,https://www.charitynavigator.org/ein/911225443,https://www.guidestar.org/profile/91-1225443,,,New,,,https://www.charitynavigator.org/ein/911225443,https://www.guidestar.org/profile/91-1225443,,,Children & Youth,,
Community Network Council (CNC),"1819 Central Ave S Ste 72
Kent, WA 98032
(47.362914014, -122.230486992)",27-3613359,10966,https://www.wacnc.org,"A youth-centric collaborative devoted to empowering, equipping, and esteeming youth. We provide support services that build on relationships.",Education & Literacy,Human & Civil Rights,Youth Development,,https://www.guidestar.org/profile/27-3613359,,,Returning,,,,https://www.guidestar.org/profile/27-3613359,,,"Black, African American, African",Children & Youth,"Immigrants, Migrants, Refugees"
Puget Sound Sage,"414 Maynard Ave S
Seattle, WA 98104
(47.59878999, -122.324688017)",20-8974030,9331,https://www.pugetsoundsage.org,"Charts a path to a living economy in the South Salish Sea and Duwamish River Valley regions by developing community power to influence, lead and govern.",Social & Economic Justice,Community Development,Environment,,,,,Returning,,,,,,,"Asian, Asian American","Black, African American, African","Latino/Latina/Latinx, Hispanic"
BRAVE- Building Resilience Awareness & Variations of Excellence- Trailblazers,"PO Box 88113
Seattle, WA 98404
(47.60357, -122.32945)",82-4494610,10936,https://braveyoungpeople.org,We are an innovative youth development nonprofit. We equip students and families with core competencies as they navigate institutional oppression and reshape their communities!,Youth Development,,Education & Literacy,,,,,Returning,,,,,,,Children & Youth,,
Heartbeat Serving Wounded Warriors,"PO Box 610
Onalaska, WA 98570
(46.577, -122.71921)",03-0547294,9525,https://www.heartbeatforwarriors.org,"Our mission is to provide emergency assistance, morale building programs and innovative therapeutic services for Wounded Warriors and their families.",Emergency & Disaster Services,Community Development,Food & Hunger,https://www.charitynavigator.org/ein/030547294,https://www.guidestar.org/profile/03-0547294,,,Returning,,,https://www.charitynavigator.org/ein/030547294,https://www.guidestar.org/profile/03-0547294,,,Veterans & Military,People With Disabilities,Women & Girls
L'Arche Noah Sealth of Seattle,"PO Box 22023
Seattle, WA 98122
(47.610365, -122.30839)",51-0150721,9943,https://www.larcheseattle.org,The faith based community providing residential care for people with developmental disability and vocational support for them.,Community Development,,Health (General),,,,,Returning,,,,,,,People With Disabilities,,
School's Out Washington,"625 Andover Park W Ste #101
Tukwila, WA 98188
(47.450082999, -122.255347968)",46-0809713,9710,https://www.schoolsoutwashington.org,"Champions equitable access to high-quality, expanded learning programs in all Washington communities—especially for low-income youth and youth of color.",Youth Development,Community Development,Education & Literacy,https://www.charitynavigator.org/ein/460809713,https://www.guidestar.org/organizations/46-0809713/schools-out-washington.aspx,https://www.bbb.org/alaskaoregonwesternwashington/Charity-Reviews/charity-education-and-literacy/schools-out-washington-in-seattle-wa-22769835,,Returning,,,https://www.charitynavigator.org/ein/460809713,https://www.guidestar.org/organizations/46-0809713/schools-out-washington.aspx,https://www.bbb.org/alaskaoregonwesternwashington/Charity-Reviews/charity-education-and-literacy/schools-out-washington-in-seattle-wa-22769835,,Children & Youth,Economically Disadvantaged People,"Immigrants, Migrants, Refugees"
Mwanzo,"PO Box 15622
Seattle, WA 98115
(47.67949, -122.3185)",27-4567996,9945,https://www.mwanzo.org,"Our mission is to cultivate opportunities through education and community-driven development in Rabuor Village, Kenya, and neighboring communities.",Community Development,Food & Hunger,Education & Literacy,https://www.charitynavigator.org/ein/274567996,https://www.guidestar.org/profile/27-4567996,,,Returning,,,https://www.charitynavigator.org/ein/274567996,https://www.guidestar.org/profile/27-4567996,,,"Black, African American, African",Economically Disadvantaged People,
